PK403,20-Jan-18,2715,GN0409,D,738,20-Jan-18,2800,GN0368,D,DTY,YNO,S6
PK404,20-Jan-18,2715,GN933,I,738,21-Jan-18,3280,GN0480,D,LJY,LXM,T0
PK405,20-Jan-18,2715,NV6505,D,319,21-Jan-18,3450,NV668,I,DLH,LNR,T0
PK406,20-Jan-18,2720,GN0629,D,738,20-Jan-18,2780,GN0620,D,XOA,XOA,S17
PK407,20-Jan-18,2720,NV6653,D,320,20-Jan-18,2790,NV6652,D,UOB,UOB,T13
PK408,20-Jan-18,2720,NV6699,D,321,21-Jan-18,3415,NV6616,D,GPD,GPD,S22
PK409,20-Jan-18,2730,GN997,I,73H,20-Jan-18,2790,GN952,I,LVM,CLL,S13
PK410,20-Jan-18,2730,NV6733,D,320,21-Jan-18,3280,NV6748,D,EMD,IEH,S5
PK411,20-Jan-18,2730,NV679,I,33E,21-Jan-18,3440,NV678,I,TJO,TJO,T24
PK412,20-Jan-18,2740,NV6241,D,323,21-Jan-18,3425,NV6446,D,QFL,TAY,S8
PK413,20-Jan-18,2745,GN0455,D,738,20-Jan-18,2805,GN933,D,EZH,DHP,T16
PK414,20-Jan-18,2745,NV6737,D,320,20-Jan-18,2810,NV3993,D,EMD,OLH,S1
PK415,20-Jan-18,2750,NV6319,D,73E,20-Jan-18,2810,NV3652,D,MAI,DBO,T15
PK416,20-Jan-18,2760,GN0257,D,73E,21-Jan-18,3360,GN0522,D,ZDV,NJH,T17
PK417,20-Jan-18,2760,GN0541,D,738,21-Jan-18,3390,GN0678,D,IOZ,DHP,T20
PK418,20-Jan-18,2760,NV6405,D,320,21-Jan-18,3390,NV6636,D,DHP,ZOU,S14
PK419,20-Jan-18,2765,GN0489,D,73E,21-Jan-18,3330,GN0282,D,LXM,ISC,S18
PK420,20-Jan-18,2765,NV3270,D,321,21-Jan-18,3640,NV3118,I,YJZ,NGN,T0
PK421,20-Jan-18,2770,GN945,I,73H,21-Jan-18,3440,GN996,I,CLL,LVM,T22
PK422,20-Jan-18,2785,GN0645,D,73L,20-Jan-18,2835,*****,D,YNO,***,S2
PK423,20-Jan-18,2790,GN0291,D,325,21-Jan-18,3405,GN0496,D,DHR,OOH,S10
PK424,20-Jan-18,2790,GN0639,D,73H,21-Jan-18,3335,GN0234,D,DBO,UWT,T9
PK425,20-Jan-18,2790,NV6769,D,320,21-Jan-18,3295,NV6252,D,IEH,MMW,S16
PK426,20-Jan-18,2805,NV0747,D,323,21-Jan-18,3425,NV336,I,LXM,LJY,T21
PK427,20-Jan-18,2810,NV617,I,320,21-Jan-18,3920,NV3273,D,ILH,YJZ,T0
PK428,20-Jan-18,2810,NV6379,D,319,21-Jan-18,3475,NV6202,D,ZCQ,ZDV,S4
PK429,20-Jan-18,2815,NV6615,D,319,21-Jan-18,3345,NV3615,D,HZT,XVI,T11
PK430,20-Jan-18,2820,NV6557,D,73E,21-Jan-18,3295,NV3286,D,LXF,ARA,T12
PK431,20-Jan-18,2830,GN0285,D,738,21-Jan-18,3505,GN0628,D,KOH,XOA,T14
PK432,20-Jan-18,2830,NV3464,D,320,21-Jan-18,3395,NV612,I,MIX,ILH,T0
PK433,20-Jan-18,2835,GN0363,D,73E,21-Jan-18,3420,GN0414,D,IBL,DBO,T18
PK434,20-Jan-18,2840,NV3447,D,323,21-Jan-18,3495,NV6160,I,YJZ,DKV,T0
PK435,20-Jan-18,2845,GN0447,D,738,21-Jan-18,3410,GN0456,D,MGR,DHP,T13
PK436,20-Jan-18,2845,NV6471,D,323,21-Jan-18,3500,NV6172,I,TAY,JDO,T0
PK437,20-Jan-18,2850,NV3195,D,319,21-Jan-18,3425,NV6514,D,UTO,DUV,S6
PK438,20-Jan-18,2860,GN0643,D,73E,21-Jan-18,3420,GN0478,D,IBL,TIF,T15
PK439,20-Jan-18,2870,GN0247,D,73A,21-Jan-18,3425,GN0572,D,CBW,XYO,S1
PK440,20-Jan-18,2875,GN0405,D,73E,21-Jan-18,3445,GN0548,D,ETO,CBW,T16
